"yyyy","mm","day","HH_UTC","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,8,14,12,0,1.84,0.0067,-999,3.60028,-18.1572,1.59603258112107,0.309586,247.22
2021,8,14,12,30,1.84,0.0067,-999,3.41738,-11.6256,1.36977735417111,0.257263,242.741
2021,8,14,13,0,1.84,0.0067,-999,3.48247,-11.0453,1.20285909399231,0.275258,252.879
2021,8,14,13,30,1.84,0.0067,-999,3.30098,-13.532,1.5433146147173,0.295719,250.827
2021,8,14,14,0,1.84,0.0067,-999,3.5991,-26.0636,1.55023224066589,0.365505,263.018
2021,8,14,14,30,1.84,0.0067,-999,3.33062,-15.4573,1.25686116973992,0.304251,270.589
2021,8,14,15,0,1.84,0.0067,-999,3.34285,-22.7569,1.59517083724597,0.346496,272.197
2021,8,14,15,30,1.84,0.0067,-999,3.41779,-14.0574,1.50094303689381,0.282213,259.941
2021,8,14,16,0,1.84,0.0067,-999,3.86753,-23.1139,1.29725864807293,0.33031,264.222
2021,8,14,16,30,1.84,0.0067,-999,3.20277,-26.1291,1.14314478523064,0.347933,277.457
2021,8,14,17,0,1.84,0.0067,-999,3.02632,-28.8151,1.32956007761966,0.319053,269.869
2021,8,14,17,30,1.84,0.0067,-999,3.36429,-27.2091,1.1194194924156,0.308475,278.136
2021,8,14,18,0,1.84,0.0067,-999,3.30114,-29.0526,0.96162050726885,0.310617,278.071
2021,8,14,18,30,1.84,0.0067,-999,3.36638,-37.0225,1.09955900250964,0.321473,277.679
2021,8,14,19,0,1.84,0.0067,-999,2.85077,-32.896,0.886581637526968,0.261288,278.305
2021,8,14,19,30,1.84,0.0067,-999,2.26657,-25.028,0.604215193453458,0.209171,271.269
2021,8,14,20,0,1.84,0.0067,-999,1.54041,-12.8212,0.397558800682364,0.143845,274.165
2021,8,14,20,30,1.84,0.0067,-999,1.40108,-13.4558,0.365908458497477,0.141525,281.894
2021,8,14,21,0,1.84,0.0067,-999,1.61309,-16.0248,0.368496947070122,0.150181,267.534
2021,8,14,21,30,1.84,0.0067,-999,1.21856,-4.67344,0.276334579812227,-999,266.543
2021,8,14,22,0,1.84,0.0067,-999,1.15327,-8.26005,0.275525679383973,0.109333,271.807
2021,8,14,22,30,1.84,0.0067,-999,1.21654,-8.76881,0.321787196762084,0.124138,283.402
2021,8,14,23,0,1.84,0.0067,-999,0.804451,-11.4419,0.237700441732867,0.104574,274.685
2021,8,14,23,30,1.84,0.0067,-999,0.310734,-7.86986,0.356508064424916,-999,183.453
2021,8,15,0,0,1.84,0.0067,-999,0.690075,-58.4707,0.349206242784977,-999,197.272
2021,8,15,0,30,1.84,0.0067,-999,0.73284,-3.27066,0.281486411750194,-999,192.133
2021,8,15,1,0,1.84,0.0067,-999,0.710308,6.6052,0.202135103334379,-999,179.359
2021,8,15,1,30,1.84,0.0067,-999,0.65943,6.66973,0.143905177113264,-999,173.329
2021,8,15,2,0,1.84,0.0067,-999,0.669696,5.21855,0.163571696818245,-999,170.756
2021,8,15,2,30,1.84,0.0067,-999,0.438442,56.4096,0.178495097971905,-999,147.705
2021,8,15,3,0,1.84,0.0067,-999,0.404427,11.4461,0.180366571182135,-999,142.28
2021,8,15,3,30,1.84,0.0067,-999,0.460034,2.96168,0.357847732981502,-999,173.131
2021,8,15,4,0,1.84,0.0067,-999,0.475627,-4.90488,0.233330666651428,-999,119.095
2021,8,15,4,30,1.84,0.0067,-999,0.350627,-7.66503,0.119327281038328,-999,119.005
2021,8,15,5,0,1.84,0.0067,-999,0.554734,-3.18597,0.201308966516646,-999,114.643
2021,8,15,5,30,1.84,0.0067,-999,0.589296,-1.6815,0.215538627628553,-999,104.319
